City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Baykit,RU,2020-10-05 18:49:48,61.67,96.37,29.68,92,99,10.13
307,Ancud,CL,2020-10-05 18:46:57,-41.87,-73.82,50.0,76,90,17.22
308,Mingshui,CN,2020-10-05 18:49:48,36.72,117.5,55.0,50,0,3.58
309,Manicore,BR,2020-10-05 18:49:48,-5.81,-61.3,97.83,34,100,1.81
310,Boende,CD,2020-10-05 18:49:48,-0.22,20.87,75.02,85,100,2.53
311,Sao Joao Do Paraiso,BR,2020-10-05 18:49:48,-15.31,-42.01,90.73,22,0,12.75
312,Pattaya,TH,2020-10-05 18:49:48,12.93,100.88,86.0,94,75,3.36
313,Talnakh,RU,2020-10-05 18:49:49,69.49,88.4,26.6,92,75,8.95
314,Verkhnevilyuysk,RU,2020-10-05 18:48:06,63.45,120.32,41.77,86,100,8.93
315,Mexico,PH,2020-10-05 18:45:40,15.06,120.72,80.6,78,75,2.24
316,Vostok,RU,2020-10-05 18:49:49,46.49,135.88,34.83,100,100,4.29
317,Puerto Madero,MX,2020-10-05 18:49:49,14.72,-92.42,86.0,74,40,5.57
318,Abnub,EG,2020-10-05 18:49:49,27.27,31.15,81.16,26,0,12.95
319,Huinan,CN,2020-10-05 18:49:49,42.62,126.26,37.71,86,0,4.85
320,Lakes Entrance,AU,2020-10-05 18:49:49,-37.88,147.98,51.01,96,100,7.38
321,Svetlogorsk,BY,2020-10-05 18:49:50,52.63,29.73,64.13,43,99,16.55
322,Chokurdakh,RU,2020-10-05 18:47:55,70.63,147.92,24.12,90,49,9.13
323,Ostrovnoy,RU,2020-10-05 18:49:50,68.05,39.51,42.35,88,0,4.52
324,Lasa,IT,2020-10-05 18:49:50,46.62,10.7,52.0,100,40,4.7
325,Kupang,ID,2020-10-05 18:49:50,-10.17,123.58,76.93,79,21,6.17
326,Chirilagua,SV,2020-10-05 18:49:50,13.22,-88.14,89.6,55,100,2.08
327,Putina,PE,2020-10-05 18:49:50,-15.47,-69.43,48.43,64,72,7.72
328,Cortez,US,2020-10-05 18:49:50,37.35,-108.59,77.0,14,1,13.87
329,Andenes,NO,2020-10-05 18:49:51,69.31,16.12,50.0,81,63,11.41
330,Roma,US,2020-10-05 18:46:05,43.21,-75.46,60.01,76,90,4.92
331,Dunedin,NZ,2020-10-05 18:49:51,-45.87,170.5,48.0,83,100,1.99
332,Meulaboh,ID,2020-10-05 18:49:51,4.14,96.13,77.49,87,100,5.61
333,Saint-Michel-Des-Saints,CA,2020-10-05 18:49:51,46.68,-73.92,52.29,78,91,6.15
334,Korba,IN,2020-10-05 18:49:51,22.35,82.68,76.19,85,100,3.87
335,Cambrai,FR,2020-10-05 18:49:52,50.17,3.42,55.99,99,100,3.0
336,Khash,IR,2020-10-05 18:49:52,28.22,61.22,58.14,33,0,3.18
337,Thinadhoo,MV,2020-10-05 18:49:52,0.53,72.93,82.18,76,100,10.16
338,Beloha,MG,2020-10-05 18:49:52,-25.17,45.05,65.35,74,0,16.26
339,Cidreira,BR,2020-10-05 18:49:52,-30.18,-50.21,70.14,80,93,6.38
340,Ust-Tsilma,RU,2020-10-05 18:49:52,65.44,52.15,38.71,95,100,3.67
341,Hereford,GB,2020-10-05 18:49:53,52.06,-2.71,55.0,88,73,13.62
342,Prince Rupert,CA,2020-10-05 18:49:53,54.32,-130.32,55.4,93,90,4.14
343,Cheney,US,2020-10-05 18:49:54,47.49,-117.58,69.01,45,20,4.7
344,Svetlyy,RU,2020-10-05 18:49:54,54.67,20.13,62.6,88,75,6.71
345,Puerto Escondido,MX,2020-10-05 18:49:54,15.85,-97.07,82.4,74,75,9.17
346,Kawalu,ID,2020-10-05 18:49:54,-7.38,108.21,70.75,92,100,2.24
347,Felanitx,ES,2020-10-05 18:49:54,39.47,3.15,64.4,63,20,2.44
348,Ayolas,PY,2020-10-05 18:45:58,-27.4,-56.9,72.46,58,11,9.35
349,Hit,IQ,2020-10-05 18:49:55,33.64,42.83,77.25,19,0,6.15
350,Shelabolikha,RU,2020-10-05 18:49:55,53.41,82.62,32.0,92,68,4.47
351,Zelenoborskiy,RU,2020-10-05 18:49:55,66.84,32.36,46.27,93,72,5.26
352,Sukumo,JP,2020-10-05 18:49:55,32.93,132.73,54.91,72,0,5.21
353,Shimoda,JP,2020-10-05 18:49:55,34.67,138.95,63.0,81,59,1.99
354,Uyemskiy,RU,2020-10-05 18:49:55,64.47,40.85,46.4,93,90,2.24
355,La Macarena,CO,2020-10-05 18:49:55,2.18,-73.78,83.53,82,71,5.21
356,Hvide Sande,DK,2020-10-05 18:49:56,56.0,8.13,54.0,81,100,3.0
357,Almaznyy,RU,2020-10-05 18:49:56,48.04,40.05,62.6,27,0,15.66
358,Qui Nhon,VN,2020-10-05 18:49:56,13.77,109.23,78.35,85,100,8.08
359,Bukan,IR,2020-10-05 18:49:56,36.52,46.21,53.49,61,0,0.83
360,Souillac,MU,2020-10-05 18:47:03,-20.52,57.52,71.6,88,90,5.82
361,Nargana,PA,2020-10-05 18:49:56,9.44,-78.59,85.77,70,98,12.3
362,Rosetown,CA,2020-10-05 18:49:56,51.55,-108.0,61.0,52,0,15.01
363,Sur,OM,2020-10-05 18:49:56,22.57,59.53,81.28,56,0,7.45
364,Pontes E Lacerda,BR,2020-10-05 18:49:57,-15.23,-59.34,106.61,14,72,2.24
365,Tabou,CI,2020-10-05 18:47:24,4.42,-7.35,77.43,82,15,5.08
366,Moindou,NC,2020-10-05 18:49:57,-21.69,165.68,64.4,100,90,5.82
367,Alyangula,AU,2020-10-05 18:49:57,-13.85,136.42,69.8,94,0,6.67
368,Tukums,LV,2020-10-05 18:49:57,56.97,23.16,62.6,93,90,9.17
369,Skibbereen,IE,2020-10-05 18:49:57,51.55,-9.27,53.6,81,75,12.75
370,Ankang,CN,2020-10-05 18:49:57,32.68,109.02,50.16,78,100,1.39
371,Tshikapa,CD,2020-10-05 18:47:51,-6.42,20.8,79.5,64,100,1.61
372,Ucluelet,CA,2020-10-05 18:45:28,48.93,-125.55,60.01,93,75,5.82
373,Kihei,US,2020-10-05 18:49:58,20.79,-156.47,82.4,58,1,10.29
374,Williston,US,2020-10-05 18:49:58,48.15,-103.62,68.0,36,0,10.0
375,Huntington,US,2020-10-05 18:47:56,38.42,-82.45,62.01,62,40,4.7
376,Codrington,AU,2020-10-05 18:49:58,-38.27,141.97,44.82,79,40,9.31
377,Juneau,US,2020-10-05 18:45:41,58.3,-134.42,52.0,86,100,11.01
378,Bloemfontein,ZA,2020-10-05 18:46:44,-29.12,26.21,68.0,28,90,4.7
379,La Ronge,CA,2020-10-05 18:47:25,55.1,-105.28,57.2,47,20,16.11
380,Bonavista,CA,2020-10-05 18:47:52,48.65,-53.11,48.0,82,100,5.01
381,Russell,US,2020-10-05 18:46:25,32.35,-85.2,75.2,50,1,5.06
382,Sorong,ID,2020-10-05 18:49:59,-0.88,131.25,77.94,87,97,7.87
383,Onega,RU,2020-10-05 18:49:59,63.91,38.14,46.8,95,100,4.16
384,Dalnegorsk,RU,2020-10-05 18:49:59,44.56,135.57,43.72,75,100,12.66
385,Belaya Gora,RU,2020-10-05 18:49:59,68.53,146.42,24.94,86,0,6.62
386,Tuatapere,NZ,2020-10-05 18:47:19,-46.13,167.68,48.99,75,85,18.99
387,Haines Junction,CA,2020-10-05 18:49:59,60.75,-137.51,43.11,82,100,6.44
388,Yangjiang,CN,2020-10-05 18:49:59,21.85,111.97,74.16,90,96,10.96
389,Coihaique,CL,2020-10-05 18:46:14,-45.58,-72.07,53.6,50,75,4.7
390,Nalut,LY,2020-10-05 18:50:00,30.33,10.85,88.25,17,100,10.54
391,Port Hardy,CA,2020-10-05 18:50:00,50.7,-127.42,53.6,93,90,12.75
392,Ngaoundere,CM,2020-10-05 18:50:00,7.32,13.58,66.49,92,99,0.76
393,Tecoanapa,MX,2020-10-05 18:50:00,16.52,-98.75,85.21,58,5,8.59
394,Bardiyah,LY,2020-10-05 18:50:00,31.76,25.09,76.73,70,0,4.85
395,Ciudad Bolivar,VE,2020-10-05 18:50:00,8.12,-63.55,92.25,47,68,4.63
396,Kelvington,CA,2020-10-05 18:50:01,52.17,-103.53,56.37,44,0,19.1
397,Gazli,UZ,2020-10-05 18:50:01,40.13,63.45,56.8,35,62,14.79
398,Ust-Kut,RU,2020-10-05 18:50:01,56.79,105.77,33.13,92,97,4.14
399,Hofn,IS,2020-10-05 18:47:36,64.25,-15.21,42.8,93,90,4.7
400,Port Blair,IN,2020-10-05 18:50:01,11.67,92.75,80.71,85,46,7.7
401,Harper,LR,2020-10-05 18:50:01,4.38,-7.72,77.23,82,25,5.28
402,Paamiut,GL,2020-10-05 18:50:02,61.99,-49.67,30.83,84,100,6.62
403,Luanda,AO,2020-10-05 18:47:16,-8.84,13.23,75.2,83,20,6.93
404,Shahr-E Babak,IR,2020-10-05 18:50:02,30.12,55.12,63.27,30,91,6.29
405,Amos,CA,2020-10-05 18:50:02,48.57,-78.12,52.0,50,40,10.29
406,Port Augusta,AU,2020-10-05 18:48:08,-32.5,137.77,51.8,81,75,11.41
407,Chimbote,PE,2020-10-05 18:50:02,-9.09,-78.58,67.55,65,58,10.04
408,Galle,LK,2020-10-05 18:50:03,6.04,80.22,79.75,82,12,11.07
409,Tungor,RU,2020-10-05 18:50:03,53.38,142.96,48.74,85,91,21.63
410,San Cristobal,VE,2020-10-05 18:50:03,7.77,-72.22,78.98,67,95,5.14
411,Kuloy,RU,2020-10-05 18:50:03,61.03,42.49,49.69,90,100,7.92
412,Bereda,ES,2020-10-05 18:50:04,43.27,-7.54,63.0,100,100,7.0
413,Pacific Grove,US,2020-10-05 18:50:04,36.62,-121.92,69.8,82,1,5.82
414,Noyabrsk,RU,2020-10-05 18:50:04,63.2,75.45,35.47,98,100,12.41
415,Ruteng,ID,2020-10-05 18:50:04,-8.61,120.47,61.48,100,42,4.45
416,Scarborough,GB,2020-10-05 18:46:25,54.28,-0.4,55.0,82,98,1.99
417,Ahipara,NZ,2020-10-05 18:50:04,-35.17,173.17,54.72,87,100,2.15
418,Awjilah,LY,2020-10-05 18:50:04,29.11,21.29,86.63,18,0,7.11
419,Mittagong,AU,2020-10-05 18:50:05,-34.45,150.45,61.0,77,100,3.0
420,Alice Springs,AU,2020-10-05 18:50:05,-23.7,133.88,50.0,100,90,9.17
421,Cartagena,CO,2020-10-05 18:48:17,10.4,-75.51,83.43,74,100,11.5
422,Maningrida,AU,2020-10-05 18:50:05,-12.07,134.27,74.68,86,1,4.94
423,Sucre,BO,2020-10-05 18:50:05,-19.03,-65.26,71.6,30,20,20.8
424,Samarinda,ID,2020-10-05 18:50:06,-0.5,117.15,75.54,89,100,2.13
425,Tambopata,PE,2020-10-05 18:50:06,-12.73,-69.18,98.6,39,40,5.82
426,Shahrud,IR,2020-10-05 18:50:06,36.42,54.98,58.68,59,80,13.09
427,Takoradi,GH,2020-10-05 18:50:06,4.88,-1.76,77.49,85,100,9.22
428,Prieska,ZA,2020-10-05 18:50:06,-29.66,22.75,72.66,30,100,8.86
429,Vadlapudi,IN,2020-10-05 18:50:06,14.32,79.8,82.33,68,95,3.94
430,Lincoln,US,2020-10-05 18:50:07,40.8,-96.67,75.0,37,1,23.04
431,Moron,AR,2020-10-05 18:50:07,-34.65,-58.62,64.0,55,75,6.93
432,Taoudenni,ML,2020-10-05 18:50:07,22.68,-3.98,91.42,33,100,10.31
433,Simbahan,PH,2020-10-05 18:50:07,6.3,120.58,83.28,75,100,7.27
434,Baisha,CN,2020-10-05 18:50:08,26.52,110.93,48.92,76,97,1.99
435,Formosa,AR,2020-10-05 18:50:08,-26.18,-58.18,75.2,47,20,17.22
436,Teseney,ER,2020-10-05 18:50:08,15.11,36.66,90.45,29,17,4.21
437,Samarai,PG,2020-10-05 18:50:08,-10.62,150.67,77.9,86,100,15.99
438,Kaputa,ZM,2020-10-05 18:50:08,-8.47,29.66,78.22,31,1,3.22
439,Baghmara,IN,2020-10-05 18:50:08,23.8,86.21,77.79,87,56,3.22
440,Saint-Leu,RE,2020-10-05 18:50:09,-21.15,55.28,68.0,94,94,13.87
441,Petropavlovsk-Kamchatskiy,RU,2020-10-05 18:50:09,53.05,158.65,46.4,100,90,4.47
442,Lumeje,AO,2020-10-05 18:50:09,-11.55,20.78,80.89,27,5,2.59
443,Agadir,MA,2020-10-05 18:50:09,30.42,-9.6,69.8,64,32,9.17
444,Darnah,LY,2020-10-05 18:50:09,32.77,22.64,81.72,49,0,1.03
445,Miraflores,MX,2020-10-05 18:50:09,19.22,-98.81,68.0,27,5,4.97
446,Shellbrook,CA,2020-10-05 18:50:09,53.22,-106.4,59.0,38,20,23.04
447,Champasak,LA,2020-10-05 18:50:10,14.75,106.0,73.02,98,100,1.16
448,Portland,US,2020-10-05 18:49:25,45.52,-122.68,64.0,77,90,4.7
449,Uvarovka,RU,2020-10-05 18:50:10,55.53,35.61,53.28,76,98,7.85
450,Ulaangom,MN,2020-10-05 18:50:10,49.98,92.07,35.64,83,60,1.45
451,Atasu,KZ,2020-10-05 18:50:10,48.68,71.64,30.38,88,0,14.83
452,Jasper,US,2020-10-05 18:50:10,37.2,-94.35,73.0,35,1,12.75
453,Srednekolymsk,RU,2020-10-05 18:50:11,67.45,153.68,27.93,87,45,2.35
454,Berea,US,2020-10-05 18:48:00,41.37,-81.85,59.0,58,40,8.05
455,Vila Velha,BR,2020-10-05 18:50:11,-20.33,-40.29,82.99,69,20,11.41
456,Pedro Ii,BR,2020-10-05 18:50:11,-4.42,-41.46,97.02,17,0,7.31
457,San Vicente,AR,2020-10-05 18:50:11,-26.62,-54.13,87.94,35,0,6.76
458,Aswan,EG,2020-10-05 18:50:12,24.09,32.91,86.23,16,0,11.52
459,Abu Zabad,SD,2020-10-05 18:50:12,12.35,29.25,82.54,45,65,7.14
460,Port Lincoln,AU,2020-10-05 18:50:12,-34.73,135.87,50.02,74,0,14.09
461,Akersberga,SE,2020-10-05 18:50:12,59.48,18.3,57.0,92,100,5.99
462,Nizhniy Kuranakh,RU,2020-10-05 18:50:12,58.84,125.49,30.02,97,80,3.38
463,Santa Maria,BR,2020-10-05 18:50:12,-29.68,-53.81,63.9,83,100,11.3
464,Neryungri,RU,2020-10-05 18:50:12,56.67,124.65,26.29,95,18,3.04
465,Atar,MR,2020-10-05 18:50:12,20.52,-13.05,91.4,43,100,13.87
466,Gurjaani,GE,2020-10-05 18:50:13,41.74,45.8,55.17,81,100,2.82
467,Saint George,US,2020-10-05 18:45:52,37.1,-113.58,73.4,9,1,1.61
468,Marataizes,BR,2020-10-05 18:50:13,-21.04,-40.82,75.96,85,13,19.39
469,Ahuimanu,US,2020-10-05 18:50:13,21.44,-157.84,80.6,74,75,9.17
470,Senno,RU,2020-10-05 18:50:13,59.53,33.92,55.35,85,93,7.14
471,Half Moon Bay,US,2020-10-05 18:47:20,37.46,-122.43,73.0,93,90,4.7
472,Pangnirtung,CA,2020-10-05 18:47:26,66.15,-65.71,35.6,51,90,9.17
473,Ler,SS,2020-10-05 18:50:13,8.3,30.14,74.05,87,26,2.1
474,The Valley,AI,2020-10-05 18:50:14,18.22,-63.06,86.0,70,20,13.87
475,Havelock,US,2020-10-05 18:50:14,34.88,-76.9,73.99,53,1,8.05
476,Rawson,AR,2020-10-05 18:50:14,-43.3,-65.1,69.94,22,5,14.94
477,Bouna,CI,2020-10-05 18:50:14,9.27,-3.0,76.68,86,100,5.19
478,Danane,CI,2020-10-05 18:50:14,7.26,-8.15,71.38,96,92,1.88
479,Westport,US,2020-10-05 18:49:01,41.14,-73.36,64.99,68,40,8.05
480,Angoram,PG,2020-10-05 18:50:14,-4.06,144.07,74.23,98,100,1.66
481,Simao,CN,2020-10-05 18:50:15,22.79,100.97,65.53,94,100,1.72
482,Todos Santos,MX,2020-10-05 18:50:15,23.45,-110.22,87.01,64,0,4.0
483,Trairi,BR,2020-10-05 18:45:18,-3.28,-39.27,83.03,64,68,17.05
484,Flinders,AU,2020-10-05 18:50:15,-34.58,150.86,61.0,80,100,1.01
485,Morehead,US,2020-10-05 18:50:15,37.27,-87.18,64.4,45,1,4.0
486,Lompoc,US,2020-10-05 18:47:13,34.64,-120.46,71.6,56,1,4.7
487,Kirby,US,2020-10-05 18:50:15,29.46,-98.39,86.0,42,1,4.7
488,Yarada,IN,2020-10-05 18:50:15,17.65,83.27,82.4,94,75,2.24
489,Comodoro Rivadavia,AR,2020-10-05 18:50:16,-45.87,-67.5,66.2,16,100,27.51
490,Point Pedro,LK,2020-10-05 18:50:16,9.82,80.23,80.02,80,0,13.02
491,Minab,IR,2020-10-05 18:50:16,27.15,57.08,87.8,74,40,6.93
492,San Julian,MX,2020-10-05 18:50:16,21.02,-102.17,67.95,32,0,9.53
493,Verkhoyansk,RU,2020-10-05 18:50:16,67.54,133.38,32.7,85,91,10.76
494,San Pedro,PH,2020-10-05 18:50:16,14.35,121.02,82.4,83,75,2.24
495,Pathardi,IN,2020-10-05 18:50:16,19.17,75.18,75.47,72,100,4.43
496,Doha,QA,2020-10-05 18:49:37,25.29,51.53,89.6,75,20,5.82
497,Mporokoso,ZM,2020-10-05 18:50:17,-9.37,30.12,71.28,24,74,1.41
498,Rosetta,EG,2020-10-05 18:50:17,31.4,30.42,76.78,71,0,10.22
499,Jacareacanga,BR,2020-10-05 18:50:17,-6.22,-57.75,100.45,30,100,2.64
500,Edgewood,US,2020-10-05 18:50:17,39.42,-76.29,66.0,63,75,8.14
501,Avera,US,2020-10-05 18:47:11,33.19,-82.53,75.99,50,1,4.7
502,Myitkyina,MM,2020-10-05 18:50:17,25.38,97.4,72.39,95,43,2.26
503,Marsh Harbour,BS,2020-10-05 18:50:17,26.54,-77.06,84.0,77,59,14.16
504,Anito,PH,2020-10-05 18:50:17,12.45,125.29,78.37,87,94,3.38
505,Pekan,MY,2020-10-05 18:50:17,3.48,103.4,78.8,88,40,3.36
506,Bonthe,SL,2020-10-05 18:50:17,7.53,-12.51,78.42,80,99,6.46
507,Atocha,BO,2020-10-05 18:50:18,-20.93,-66.23,66.27,26,100,13.89
508,Bose,IT,2020-10-05 18:50:18,45.46,8.01,52.0,91,0,4.0
509,Jumla,NP,2020-10-05 18:50:18,29.27,82.18,52.36,55,0,4.81
510,Preobrazheniye,RU,2020-10-05 18:50:18,42.9,133.91,46.89,80,0,12.1
511,Chiang Klang,TH,2020-10-05 18:50:18,19.29,100.86,73.26,86,51,1.1
512,Bull Savanna,JM,2020-10-05 18:50:18,17.89,-77.59,75.99,92,100,21.27
513,Keelung,TW,2020-10-05 18:50:19,25.13,121.74,73.0,88,75,10.29
514,Clinton,US,2020-10-05 18:49:19,42.59,-82.92,59.0,62,40,10.29
515,Rheda-Wiedenbruck,DE,2020-10-05 18:50:19,51.85,8.3,55.0,83,100,1.99
516,Evensk,RU,2020-10-05 18:47:14,61.95,159.23,36.41,94,100,12.12
517,Troitskoye,RU,2020-10-05 18:50:19,52.98,84.68,33.31,94,100,5.23
518,Whitehorse,CA,2020-10-05 18:49:59,60.72,-135.05,45.0,75,75,14.99
519,Danielskuil,ZA,2020-10-05 18:50:19,-28.19,23.54,62.02,32,98,18.01
520,Yatou,CN,2020-10-05 18:50:20,37.15,122.38,52.39,66,0,6.04
521,Hambantota,LK,2020-10-05 18:50:20,6.12,81.12,80.6,78,0,10.29
522,Pokrovskoye,RU,2020-10-05 18:50:20,47.42,38.9,60.01,32,0,11.32
523,Iralaya,HN,2020-10-05 18:50:20,15.0,-83.23,84.2,79,75,19.77
524,Vestmannaeyjar,IS,2020-10-05 18:50:20,63.44,-20.27,45.0,66,97,7.81
525,Zaokskiy,RU,2020-10-05 18:50:20,54.73,37.41,54.12,64,100,10.09
526,Cockburn Town,TC,2020-10-05 18:50:20,21.46,-71.14,86.0,58,40,16.11
527,Barinas,VE,2020-10-05 18:50:20,8.62,-70.21,84.09,73,100,2.06
528,Usinsk,RU,2020-10-05 18:47:38,65.99,57.53,38.64,94,100,16.35
529,Galveston,US,2020-10-05 18:50:21,29.37,-94.97,79.0,69,75,9.17
530,Saiha,IN,2020-10-05 18:50:21,22.48,92.97,69.69,93,9,2.01
531,Axim,GH,2020-10-05 18:50:21,4.87,-2.24,76.84,87,100,7.43
532,Zlobin,HR,2020-10-05 18:50:21,45.29,14.65,63.0,77,40,5.82
533,Astana,KZ,2020-10-05 18:50:21,51.18,71.45,28.4,68,0,6.71
534,Mansa,IN,2020-10-05 18:50:22,29.98,75.38,74.98,21,0,3.74
535,Mount Gambier,AU,2020-10-05 18:47:10,-37.83,140.77,41.0,93,40,4.7
536,Hayden,US,2020-10-05 18:50:22,47.77,-116.79,68.0,45,1,9.17
537,Oktyabrskoye,RU,2020-10-05 18:50:22,43.06,44.74,53.6,100,66,2.24
538,San Quintin,MX,2020-10-05 18:50:22,30.48,-115.95,92.48,20,0,13.4
539,Perth,AU,2020-10-05 18:50:22,-31.93,115.83,52.0,57,0,9.17
540,Abu Kamal,SY,2020-10-05 18:50:22,34.45,40.92,75.04,22,0,7.85
541,Moerai,PF,2020-10-05 18:50:22,-22.43,-151.33,69.3,75,100,16.98
542,Vila Do Maio,CV,2020-10-05 18:50:23,15.13,-23.22,82.4,61,20,8.05
543,Massakory,TD,2020-10-05 18:50:23,13.0,15.73,91.11,44,96,4.03
544,Newark,US,2020-10-05 18:46:34,40.74,-74.17,69.01,42,75,6.93
545,Kokuy,RU,2020-10-05 18:50:23,52.2,117.55,30.65,91,0,1.25
546,Ferme-Neuve,CA,2020-10-05 18:50:23,46.7,-75.45,52.11,70,70,6.15
547,Flin Flon,CA,2020-10-05 18:46:24,54.77,-101.86,57.2,47,75,13.87
548,Ust-Maya,RU,2020-10-05 18:50:23,60.42,134.53,26.82,98,76,2.46
549,Malm,NO,2020-10-05 18:50:23,64.07,11.22,55.99,71,54,14.99
550,Beyneu,KZ,2020-10-05 18:50:24,45.32,55.2,47.98,49,0,13.24
551,Kangaatsiaq,GL,2020-10-05 18:50:24,68.31,-53.46,26.58,95,70,9.26
552,Whitley Bay,GB,2020-10-05 18:50:24,55.04,-1.45,53.6,87,40,9.17
553,General Roca,AR,2020-10-05 18:50:24,-39.03,-67.58,66.2,37,0,8.05
554,Manono,CD,2020-10-05 18:50:24,-7.3,27.42,79.74,40,19,2.91
555,Kamenka,RU,2020-10-05 18:47:43,51.32,42.77,44.01,57,0,9.06
556,Ossora,RU,2020-10-05 18:50:25,59.24,163.07,43.93,92,98,5.91
557,Maniitsoq,GL,2020-10-05 18:50:25,65.42,-52.9,28.11,86,79,3.74
558,Dahuk,IQ,2020-10-05 18:50:25,36.87,42.99,66.72,25,0,3.18
559,Saint-Denis,FR,2020-10-05 18:50:25,48.92,2.33,55.99,93,90,17.22
560,Cabra,ES,2020-10-05 18:50:25,37.47,-4.44,64.99,51,0,4.59
561,Road Town,VG,2020-10-05 18:50:25,18.42,-64.62,84.2,70,40,5.82
562,Kudahuvadhoo,MV,2020-10-05 18:50:25,2.67,72.89,82.71,78,87,14.41
563,Horta,PT,2020-10-05 18:50:25,38.53,-28.63,71.6,68,75,3.36
564,Nola,IT,2020-10-05 18:50:26,40.92,14.53,66.0,72,100,5.26
565,Milyutinskaya,RU,2020-10-05 18:50:26,48.63,41.67,54.55,46,0,12.86
566,Saint-Joseph,RE,2020-10-05 18:47:16,-21.37,55.62,68.0,94,81,13.87
567,Peto,MX,2020-10-05 18:46:06,20.13,-88.92,83.21,76,100,9.17
568,Nagato,JP,2020-10-05 18:50:26,34.38,131.2,64.4,52,100,4.7
569,Sabang,ID,2020-10-05 18:50:26,5.89,95.32,82.8,78,100,16.28
570,Gigmoto,PH,2020-10-05 18:50:26,13.78,124.39,81.1,80,100,2.55
571,Lardos,GR,2020-10-05 18:50:26,36.09,28.02,84.2,42,0,11.41
572,Watrous,CA,2020-10-05 18:50:27,51.67,-105.47,59.34,35,0,18.61
573,Pontal Do Parana,BR,2020-10-05 18:50:27,-25.65,-48.51,88.0,51,16,11.41
574,Berbera,SO,2020-10-05 18:50:27,10.44,45.01,88.65,51,0,3.74
575,Eslamshahr,IR,2020-10-05 18:50:27,35.56,51.23,62.6,51,20,6.93
576,Talara,PE,2020-10-05 18:50:27,-4.58,-81.27,75.2,60,82,14.99
577,Maua,BR,2020-10-05 18:50:27,-23.67,-46.46,96.8,26,26,11.41
578,Boda,CF,2020-10-05 18:50:27,4.32,17.47,72.43,92,100,2.13
579,Buchanan,LR,2020-10-05 18:50:27,5.88,-10.05,80.6,83,75,4.65
580,Vacaria,BR,2020-10-05 18:50:28,-28.51,-50.93,73.69,75,6,14.72
581,Balkanabat,TM,2020-10-05 18:50:28,39.51,54.37,66.54,31,100,12.55
582,Babol,IR,2020-10-05 18:50:28,36.55,52.68,66.2,93,90,6.93
583,Vavuniya,LK,2020-10-05 18:50:28,8.75,80.5,75.96,80,0,7.25
584,Snihurivka,UA,2020-10-05 18:50:28,47.08,32.81,62.6,67,56,13.42
585,Akyab,MM,2020-10-05 18:50:28,20.15,92.9,80.55,85,71,9.48
