City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
360,Freeport,US,40.66,-73.58,70.0,42,1,9.17,clear sky
361,Saint Anthony,US,45.02,-93.22,73.0,39,1,11.41,clear sky
362,Ketchikan,US,55.34,-131.65,46.4,100,40,3.36,mist
363,Mangrol,IN,21.12,70.12,81.28,79,98,11.16,overcast clouds
364,Tiarei,PF,-17.53,-149.33,80.01,65,40,5.82,scattered clouds
365,Kolchugino,RU,56.3,39.38,52.86,56,94,8.46,overcast clouds
366,Tupik,RU,54.43,119.93,28.53,90,0,2.82,clear sky
367,Chalons-En-Champagne,FR,48.95,4.37,55.4,82,75,17.22,broken clouds
368,Puerto Madryn,AR,-42.77,-65.04,66.15,26,40,11.14,scattered clouds
369,Baijiantan,CN,45.63,85.18,49.93,47,100,31.27,overcast clouds
370,Westport,US,41.14,-73.36,69.01,63,90,10.29,overcast clouds
371,Bloomington,US,44.84,-93.3,73.0,37,1,10.29,clear sky
372,Hirara,JP,24.8,125.28,77.85,75,25,22.01,scattered clouds
373,Madre De Deus,BR,-12.74,-38.62,82.4,65,20,11.41,few clouds
374,Puerto Carreno,CO,6.19,-67.49,82.4,70,100,3.76,overcast clouds
375,Lata,PT,40.16,-8.33,71.01,78,45,3.0,scattered clouds
376,Kamenka,RU,51.32,42.77,46.99,53,83,7.78,broken clouds
377,Nizhniy Baskunchak,RU,48.22,46.83,52.84,45,1,11.52,clear sky
378,Cowra,AU,-33.83,148.68,59.7,93,100,2.55,light rain
379,Fukue,JP,32.69,128.84,68.65,66,0,27.04,clear sky
380,Vaitape,PF,-16.52,-151.75,78.31,79,0,14.54,clear sky
381,Shiyan,CN,32.65,110.78,47.8,85,97,2.13,overcast clouds
382,Araouane,ML,18.9,-3.53,100.11,17,57,10.04,broken clouds
383,Vestmannaeyjar,IS,63.44,-20.27,42.8,87,90,11.41,overcast clouds
384,Gelibolu,TR,40.41,26.67,80.01,83,18,5.39,few clouds
385,Sola,VU,-13.88,167.55,79.88,80,91,13.2,light rain
386,Coquimbo,CL,-29.95,-71.34,60.8,67,50,12.75,scattered clouds
387,Pimentel,PE,-6.84,-79.93,75.2,53,59,14.99,broken clouds
388,Ribeira Grande,PT,38.52,-28.7,71.6,73,20,8.05,few clouds
389,Port Macquarie,AU,-31.43,152.92,55.99,93,75,5.01,broken clouds
390,Krasnoselkup,RU,65.7,82.47,28.81,98,100,12.24,overcast clouds
391,Monteagudo,BO,-19.82,-63.98,87.8,31,0,4.7,clear sky
392,Wenchi,GH,7.74,-2.1,76.98,85,53,0.49,light rain
393,Aykhal,RU,66.0,111.5,28.4,74,90,6.71,overcast clouds
394,Swift Current,CA,50.28,-107.8,57.2,54,20,14.99,few clouds
395,Bonthe,SL,7.53,-12.51,79.75,83,85,9.06,overcast clouds
396,Gashua,NG,12.87,11.05,96.8,23,91,5.37,overcast clouds
397,Kutum,SD,14.2,24.67,85.05,22,5,5.79,clear sky
398,Te Anau,NZ,-45.42,167.72,42.73,88,91,5.66,overcast clouds
399,Rehoboth,NA,-23.32,17.08,69.55,35,0,10.47,clear sky
400,Vengerovo,RU,55.68,76.75,37.26,93,100,10.4,overcast clouds
401,Palmer,US,42.16,-72.33,66.2,63,75,10.29,broken clouds
402,Whitianga,NZ,-36.83,175.7,55.99,86,29,6.4,scattered clouds
403,Ta Khmau,KH,11.48,104.95,80.6,88,40,3.22,scattered clouds
404,Ondangwa,NA,-17.92,15.95,95.0,7,0,4.7,clear sky
405,Hokitika,NZ,-42.72,170.97,46.53,80,99,6.58,overcast clouds
406,Micheweni,TZ,-4.97,39.83,77.22,81,0,8.72,clear sky
407,Francavilla Al Mare,IT,42.42,14.29,66.2,68,75,4.7,broken clouds
408,Aljezur,PT,37.32,-8.8,70.0,81,6,1.01,clear sky
409,Visby,SE,57.64,18.3,55.99,93,20,11.41,few clouds
410,Hami,CN,42.8,93.45,58.1,31,60,0.65,broken clouds
411,Port Keats,AU,-14.25,129.55,80.6,78,1,6.13,clear sky
412,Tulun,RU,54.56,100.58,31.57,92,99,10.51,overcast clouds
413,Nova Odesa,UA,47.31,31.79,64.04,72,79,12.01,broken clouds
414,Mwanza,TZ,-2.52,32.9,76.51,67,0,7.2,clear sky
415,Ayan,RU,56.45,138.17,40.06,70,0,13.91,clear sky
416,Marienburg,PL,54.04,19.03,57.0,100,71,13.42,broken clouds
417,Grindavik,IS,63.84,-22.43,42.8,87,75,8.05,broken clouds
418,Hay River,CA,60.82,-115.8,46.4,100,90,10.29,overcast clouds
419,Oudtshoorn,ZA,-33.59,22.2,59.0,93,75,4.7,broken clouds
420,Evensk,RU,61.95,159.23,34.86,82,27,13.51,scattered clouds
421,Benghazi,LY,32.12,20.07,83.21,47,100,15.05,overcast clouds
422,Batemans Bay,AU,-35.72,150.18,59.0,98,100,0.38,light rain
423,Khamgaon,IN,20.68,76.57,74.59,52,86,2.01,overcast clouds
424,Aksu,CN,41.12,80.26,59.0,33,78,7.31,broken clouds
425,Asau,RO,46.43,26.4,57.99,93,100,3.53,light rain
426,Thinadhoo,MV,0.53,72.93,82.17,72,100,6.8,overcast clouds
427,Fredericksburg,US,38.3,-77.46,73.0,56,1,10.29,clear sky
428,Tevriz,RU,57.51,72.4,33.03,93,100,10.4,overcast clouds
429,Ludgerovice,CZ,49.89,18.24,57.99,76,77,8.05,broken clouds
430,Staronizhestebliyevskaya,RU,45.38,38.45,68.0,34,0,3.0,clear sky
431,Maniitsoq,GL,65.42,-52.9,27.07,84,0,4.45,clear sky
432,Barra Do Garcas,BR,-15.89,-52.26,108.32,10,0,7.47,clear sky
433,Angoram,PG,-4.06,144.07,73.17,98,52,2.06,broken clouds
434,Majene,ID,-3.54,118.97,78.66,82,100,3.65,overcast clouds
435,Shache,CN,38.42,77.24,53.85,38,74,6.38,broken clouds
436,Bodden Town,KY,19.28,-81.25,84.0,100,75,24.16,broken clouds
437,Svetlyy,RU,54.67,20.13,57.2,76,75,6.71,broken clouds
438,Senekal,ZA,-28.32,27.62,65.3,34,100,2.77,overcast clouds
439,Markova,UA,48.68,24.41,60.8,100,75,2.19,mist
440,Ludvika,SE,60.15,15.19,51.01,100,100,5.82,moderate rain
441,Itoman,JP,26.12,127.67,77.0,65,20,11.41,few clouds
442,Guanica,PR,17.97,-66.91,86.0,63,3,3.0,clear sky
443,Yuancheng,CN,36.65,107.79,47.55,75,24,4.54,few clouds
444,Zarya,RU,55.76,38.1,61.0,61,87,6.71,overcast clouds
445,Mizdah,LY,31.45,12.98,72.0,73,15,20.33,few clouds
446,Kelvington,CA,52.17,-103.53,55.58,55,64,15.82,broken clouds
447,Yumen,CN,40.28,97.2,48.13,44,0,8.46,clear sky
448,Wajir,KE,1.75,40.06,88.07,28,1,9.89,clear sky
449,Bagdarin,RU,54.43,113.6,27.21,93,0,1.34,clear sky
450,Shingu,JP,33.73,135.98,61.21,71,17,6.35,few clouds
451,Jacmel,HT,18.23,-72.53,93.2,56,20,14.99,few clouds
452,Marawi,PH,8.0,124.29,75.0,92,100,4.0,overcast clouds
453,Havelock,US,34.88,-76.9,75.99,53,75,6.93,broken clouds
454,Panji,ID,-7.73,114.1,74.75,70,35,7.31,scattered clouds
455,Francisco Sa,BR,-16.48,-43.49,99.39,15,0,12.15,clear sky
456,Sorkjosen,NO,69.8,20.93,50.0,71,20,18.34,few clouds
457,Torrox,ES,36.76,-3.95,69.01,56,19,1.41,few clouds
458,Bismarck,US,46.81,-100.78,72.0,35,1,12.75,clear sky
459,Borsa,RO,47.66,24.66,50.0,82,100,1.45,overcast clouds
460,Moose Factory,CA,51.26,-80.61,51.8,76,90,13.87,overcast clouds
461,Povenets,RU,62.85,34.83,54.18,90,100,11.92,overcast clouds
462,Berlevag,NO,70.86,29.09,44.6,87,75,13.87,broken clouds
463,Ekhabi,RU,53.51,142.97,42.67,71,98,10.22,overcast clouds
464,Altamira,BR,-3.2,-52.21,93.72,41,50,6.02,scattered clouds
465,Zalantun,CN,48.0,122.72,36.0,81,20,4.85,few clouds
466,Xam Nua,LA,20.42,104.04,64.06,95,38,1.66,scattered clouds
467,Zhigansk,RU,66.77,123.37,29.7,94,34,10.56,scattered clouds
468,Manta,EC,-0.95,-80.73,80.6,69,75,9.17,broken clouds
469,Hualmay,PE,-11.1,-77.61,67.89,66,7,9.01,clear sky
470,Cururupu,BR,-1.83,-44.87,87.67,53,60,8.63,broken clouds
471,Broken Hill,AU,-31.95,141.43,50.0,87,75,12.75,broken clouds
472,Khagaria,IN,25.5,86.48,82.78,77,71,3.51,broken clouds
473,Batetskiy,RU,58.65,30.3,52.47,95,96,7.85,overcast clouds
474,Dire Dawa,ET,9.59,41.87,73.89,27,7,7.09,clear sky
475,La Rioja,ES,42.25,-2.5,70.0,72,75,5.79,broken clouds
476,Dinan,FR,48.42,-2.25,57.2,67,90,17.22,overcast clouds
477,Nara,JP,34.69,135.8,61.0,44,0,3.83,clear sky
478,Chagoda,RU,59.16,35.33,52.95,77,100,6.06,overcast clouds
479,Moron,AR,-34.65,-58.62,71.01,49,35,4.7,scattered clouds
480,Walvis Bay,NA,-22.96,14.51,57.99,82,0,16.11,clear sky
481,Bonfim,BR,3.08,-59.95,90.99,51,40,3.06,moderate rain
482,Burley,US,42.54,-113.79,60.8,38,1,0.92,clear sky
483,San Ramon,US,37.78,-121.98,69.8,43,1,1.03,clear sky
484,Namatanai,PG,-3.67,152.43,78.22,78,40,4.27,scattered clouds
485,Jalu,LY,29.03,21.55,86.72,16,0,10.54,clear sky
486,Manakara,MG,-22.13,48.02,65.32,88,89,1.92,light rain
487,Ziro,IN,27.63,93.83,56.71,100,100,0.25,light rain
488,Saint-Augustin,CA,51.23,-58.65,50.7,86,100,22.19,light rain
489,Taxisco,GT,14.07,-90.46,87.8,74,75,9.17,broken clouds
490,Praya,CV,14.92,-23.51,84.2,62,20,10.29,few clouds
491,Mackay,AU,-21.15,149.2,64.4,93,90,5.82,overcast clouds
492,Madang,PG,-5.22,145.8,75.56,89,99,3.62,light rain
493,Kosh-Agach,RU,50.0,88.67,29.26,92,88,1.59,overcast clouds
494,Yerbogachen,RU,61.28,108.01,37.56,89,82,7.81,light rain
495,Kahului,US,20.89,-156.47,75.0,73,1,3.36,clear sky
496,Bintulu,MY,3.17,113.03,75.2,100,20,2.04,few clouds
497,Tazovskiy,RU,67.47,78.7,31.06,96,100,15.88,overcast clouds
498,Bangassou,CF,4.74,22.82,72.01,95,100,3.53,overcast clouds
499,Sompeta,IN,18.93,84.6,80.55,85,98,2.66,overcast clouds
500,Umtata,ZA,-31.59,28.78,60.8,82,20,6.93,few clouds
501,Jilin,CN,43.0,126.0,37.94,76,0,2.37,clear sky
502,Dubbo,AU,-32.25,148.62,62.6,82,40,17.22,scattered clouds
503,Sorong,ID,-0.88,131.25,78.08,89,100,6.08,moderate rain
504,Muros,ES,42.78,-9.06,64.0,92,99,3.0,overcast clouds
505,Nagato,JP,34.38,131.2,66.2,59,75,21.92,broken clouds
506,Andujar,ES,38.04,-4.05,70.0,42,41,2.8,scattered clouds
507,Gosainganj,IN,26.58,82.38,78.24,57,49,2.19,scattered clouds
508,Kolo,PL,52.2,18.64,55.99,94,57,9.75,broken clouds
509,Bafq,IR,31.61,55.41,69.3,24,7,4.79,clear sky
510,Gvardeysk,RU,54.65,21.07,57.2,76,75,6.71,broken clouds
511,Pedasi,PA,7.53,-80.03,82.71,76,81,10.69,broken clouds
512,Barreirinhas,BR,-2.75,-42.83,88.74,52,51,15.23,broken clouds
513,Kalabo,ZM,-14.97,22.68,85.21,18,43,4.54,scattered clouds
514,Formosa Do Rio Preto,BR,-11.05,-45.19,100.69,12,4,11.27,clear sky
515,Aquiraz,BR,-3.9,-38.39,87.8,48,20,23.04,few clouds
516,Big Rapids,US,43.7,-85.48,66.2,55,1,10.29,clear sky
517,Ahipara,NZ,-35.17,173.17,52.54,86,25,5.99,scattered clouds
518,Makokou,GA,0.57,12.86,72.48,95,67,2.46,light rain
519,Matehuala,MX,23.65,-100.65,74.57,20,60,8.32,broken clouds
520,La Paz,BO,-16.5,-68.15,64.4,16,75,16.11,broken clouds
521,Port Augusta,AU,-32.5,137.77,50.0,93,90,14.99,light rain
522,Lerwick,GB,60.15,-1.15,53.6,87,75,10.29,broken clouds
523,Azul,AR,-36.78,-59.86,66.99,48,15,3.0,few clouds
524,Poum,NC,-20.23,164.02,71.33,82,0,19.93,clear sky
525,Jaguey Grande,CU,22.53,-81.13,87.8,70,20,10.29,few clouds
526,Manaskent,RU,42.73,47.68,64.4,77,40,17.9,scattered clouds
527,Matadi,CD,-5.82,13.45,83.66,59,50,10.92,scattered clouds
528,Akhmeta,GE,42.03,45.21,53.6,81,75,2.24,broken clouds
529,Aklavik,CA,68.22,-135.01,33.8,86,90,14.99,shower rain
530,Asfi,MA,32.3,-9.24,71.76,62,100,21.45,overcast clouds
531,Muchkapskiy,RU,51.85,42.47,49.37,49,65,7.07,broken clouds
532,Wewak,PG,-3.55,143.63,78.66,83,84,5.41,moderate rain
533,Rafai,CF,4.95,23.92,72.43,90,90,0.29,light rain
534,Bartica,GY,6.4,-58.62,78.8,88,40,4.7,shower rain
535,Roald,NO,62.58,6.13,55.99,76,87,10.29,overcast clouds
536,Igualada,ES,41.58,1.62,75.99,61,86,3.0,overcast clouds
537,Yaan,NG,7.38,8.57,77.95,86,100,8.79,overcast clouds
538,Simplicio Mendes,BR,-7.85,-41.91,100.51,17,77,10.29,broken clouds
539,Moyale,KE,3.52,39.06,78.66,44,20,4.12,few clouds
540,Mocuba,MZ,-16.84,36.99,70.54,74,0,5.75,clear sky
541,Garden City,US,42.33,-83.33,66.99,48,20,13.87,few clouds
542,Chkalovsk,RU,56.76,43.24,48.2,66,84,6.71,broken clouds
543,Fairbanks,US,64.84,-147.72,34.0,86,90,1.3,overcast clouds
544,Darhan,MN,49.49,105.92,37.17,78,0,7.02,clear sky
545,Port Moresby,PG,-9.44,147.18,77.0,88,75,11.41,broken clouds
546,Havre-Saint-Pierre,CA,50.23,-63.6,53.6,71,90,10.29,overcast clouds
547,Roebourne,AU,-20.78,117.13,59.99,33,0,7.78,clear sky
548,Adiake,CI,5.29,-3.3,78.8,94,75,11.41,thunderstorm
549,Novyy Urengoy,RU,66.08,76.63,31.06,97,97,13.6,overcast clouds
550,Ozernovskiy,RU,51.5,156.52,48.04,85,98,23.85,overcast clouds
551,Linxia,CN,35.6,103.21,44.82,79,0,1.52,clear sky
552,Lyuban,BY,52.8,28.0,57.83,94,100,5.26,overcast clouds
553,Lavrentiya,RU,65.58,-171.0,33.67,87,94,6.96,overcast clouds
554,Kununurra,AU,-15.77,128.73,80.6,83,90,1.12,overcast clouds
555,Porto Walter,BR,-8.27,-72.74,98.58,33,29,0.78,scattered clouds
556,Vanimo,PG,-2.67,141.3,77.97,86,94,6.44,light rain
557,Padang,ID,-0.95,100.35,76.84,79,66,2.62,moderate rain
558,Chardara,KZ,41.25,67.97,45.25,51,24,11.36,few clouds
559,Hajnowka,PL,52.74,23.58,51.01,78,17,6.26,few clouds
560,Robertsport,LR,6.75,-11.37,79.11,82,84,11.05,broken clouds
561,Kushmurun,KZ,52.45,64.63,43.59,63,83,8.99,broken clouds
562,Pogar,RU,52.55,33.26,60.53,33,100,12.93,overcast clouds
563,Aasiaat,GL,68.71,-52.87,18.41,92,34,8.84,scattered clouds
564,Clive,US,41.6,-93.72,77.0,35,20,11.41,few clouds
565,Goragorskiy,RU,43.5,45.08,60.8,93,40,4.47,scattered clouds
566,Peniche,PT,39.36,-9.38,69.01,85,8,10.0,clear sky
567,Southbridge,US,42.08,-72.03,64.99,70,23,9.62,few clouds
568,Montepuez,MZ,-13.13,39.0,75.78,68,19,7.14,few clouds
569,Portland,US,45.52,-122.68,66.99,67,1,3.78,clear sky
570,Alugan,PH,12.22,125.48,79.5,89,100,7.05,overcast clouds
571,Virginia Beach,US,36.85,-75.98,75.0,43,1,8.05,clear sky
572,Mwinilunga,ZM,-11.74,24.43,74.62,32,50,2.59,scattered clouds
573,Merauke,ID,-8.47,140.33,77.14,84,86,12.17,overcast clouds
574,Rudbar,AF,30.15,62.6,71.38,21,0,12.53,clear sky
575,Muravlenko,RU,63.79,74.52,29.3,97,49,15.43,scattered clouds
576,Palmas,BR,-10.21,-48.36,96.8,26,20,8.05,few clouds
577,Stryn,NO,61.9,6.72,51.8,76,75,6.93,broken clouds
578,Labuhan,ID,-6.88,112.21,77.76,75,25,10.92,scattered clouds
579,Saint-Joseph,RE,-21.37,55.62,71.6,78,90,4.7,overcast clouds
580,Kubachi,RU,42.09,47.6,39.52,77,100,4.14,overcast clouds
581,Tocopilla,CL,-22.09,-70.2,65.44,53,19,7.25,few clouds
582,Ruston,US,32.52,-92.64,73.4,46,1,3.36,clear sky
583,Matagami,CA,49.75,-77.63,50.0,93,90,8.05,overcast clouds
584,Erdenet,MN,49.03,104.08,31.71,94,0,4.7,clear sky
585,Kamina,CD,-8.74,24.99,76.33,47,54,4.25,broken clouds
586,Cooma,AU,-36.23,149.13,51.8,100,90,11.41,overcast clouds
587,Ixtapa,MX,20.7,-105.2,86.0,55,5,2.77,clear sky
588,Jacareacanga,BR,-6.22,-57.75,87.49,56,84,1.16,broken clouds
589,Hastings,GB,50.86,0.57,55.0,83,95,5.99,overcast clouds
590,Puerto Escondido,MX,15.85,-97.07,86.0,70,5,2.24,clear sky
591,Makat,KZ,47.65,53.35,49.73,38,53,5.53,broken clouds
592,Nador,MA,35.17,-2.93,71.6,68,59,4.7,broken clouds
593,Bandar-E Lengeh,IR,26.56,54.88,89.6,25,0,4.7,clear sky
594,Yantal,RU,56.85,105.25,39.81,74,100,5.53,overcast clouds
595,Kharovsk,RU,59.96,40.19,51.73,84,100,4.85,overcast clouds
596,Tambovka,RU,50.1,128.05,28.4,92,0,4.03,clear sky
597,Springfield,US,37.22,-93.3,77.0,44,1,10.29,clear sky
598,Salina,US,38.84,-97.61,80.01,46,1,1.1,clear sky
599,Oyama,JP,36.3,139.8,70.0,82,75,5.82,broken clouds
600,Nogliki,RU,51.83,143.17,38.71,79,67,9.91,broken clouds
601,Atagay,RU,55.1,99.39,28.69,93,97,5.21,overcast clouds
602,Lebu,CL,-37.62,-73.65,54.03,73,16,12.66,few clouds
603,Brzeg Dolny,PL,51.27,16.71,57.2,71,56,6.93,broken clouds
604,Kismayo,SO,-0.36,42.55,79.23,81,12,18.25,few clouds
605,San Luis,AR,-33.3,-66.34,75.52,20,0,0.63,clear sky
606,Cam Ranh,VN,11.92,109.16,80.6,83,75,4.7,light rain
607,Caucaia,BR,-3.74,-38.65,87.8,48,20,23.04,few clouds
608,Octeville,FR,49.63,-1.64,55.0,93,75,21.92,light rain
609,Jacqueville,CI,5.21,-4.41,78.8,94,75,11.41,thunderstorm
610,Port Hardy,CA,50.7,-127.42,55.4,100,90,2.24,mist
611,Imbituba,BR,-28.24,-48.67,68.0,77,90,8.05,overcast clouds
612,Sao Filipe,CV,14.9,-24.5,79.36,67,24,3.18,few clouds
613,The Valley,AI,18.22,-63.06,89.6,70,40,11.41,scattered clouds
614,Nisia Floresta,BR,-6.09,-35.21,86.0,58,40,16.11,scattered clouds
615,Chernyshevskiy,RU,63.01,112.47,28.11,96,29,3.94,scattered clouds
616,Mago,RU,53.25,140.18,33.04,91,100,4.05,overcast clouds
617,Inhambane,MZ,-23.86,35.38,73.4,64,40,6.93,scattered clouds
618,Bathurst,AU,-33.42,149.58,57.99,87,94,1.01,overcast clouds
619,Ashtian,IR,34.52,50.0,51.08,69,27,13.0,scattered clouds
620,Chunhuhub,MX,19.55,-88.68,77.92,90,96,6.2,light rain
621,Stende,LV,57.15,22.53,53.6,93,40,6.93,scattered clouds
622,Jumla,NP,29.27,82.18,52.7,59,0,4.36,clear sky
623,Pamanukan,ID,-6.28,107.81,79.68,75,64,6.76,broken clouds
624,Rocha,UY,-34.48,-54.33,61.16,67,67,8.75,broken clouds
625,Djambala,CG,-2.54,14.75,72.99,85,97,1.95,light rain
626,Moindou,NC,-21.69,165.68,64.4,100,75,7.52,broken clouds
627,Kaset Sombun,TH,16.28,101.95,76.91,83,56,5.01,light rain
628,Amapa,BR,1.0,-52.0,91.15,45,46,4.43,light rain
629,Pozo Colorado,PY,-23.49,-58.8,100.29,23,0,3.78,clear sky
630,Xichang,CN,27.9,102.26,69.01,99,100,3.47,overcast clouds
631,Rosarito,MX,32.33,-117.03,87.8,39,75,8.19,broken clouds
632,Straumen,NO,63.87,11.3,57.0,71,40,14.99,scattered clouds
633,Floro,NO,61.6,5.03,59.0,62,75,10.29,broken clouds
634,Spornoye,RU,50.84,37.29,62.6,29,0,13.42,clear sky
635,Lucea,JM,18.45,-78.17,84.2,74,75,6.93,broken clouds
636,Tezu,IN,27.92,96.17,73.74,76,85,2.62,light rain
637,Koumac,NC,-20.57,164.28,68.47,85,3,12.97,clear sky
638,Kathmandu,NP,27.72,85.32,68.0,94,20,3.36,few clouds
639,Letterkenny,IE,54.95,-7.73,53.6,93,75,20.8,broken clouds
640,Omboue,GA,-1.57,9.26,78.15,84,100,8.7,overcast clouds
641,Galle,LK,6.04,80.22,79.95,82,38,13.62,heavy intensity rain
642,Bang Saphan,TH,11.21,99.51,76.93,90,95,6.26,overcast clouds
643,Ambanja,MG,-13.68,48.45,75.51,90,28,3.09,moderate rain
644,Preobrazheniye,RU,42.9,133.91,46.06,78,0,8.57,clear sky
645,Orichi,RU,58.4,49.06,48.83,98,100,3.11,overcast clouds
646,Korla,CN,41.76,86.15,55.72,35,88,12.37,overcast clouds
647,Melilla,ES,35.29,-2.94,71.6,68,40,4.7,scattered clouds
648,Moskovskiy,RU,55.6,37.35,60.8,38,82,6.71,broken clouds
649,Tarko-Sale,RU,64.92,77.78,30.0,88,48,12.53,scattered clouds
650,Provost,CA,52.35,-110.27,59.14,39,98,21.14,overcast clouds
651,Mnogovershinnyy,RU,53.94,139.92,31.01,96,35,5.55,scattered clouds
652,North Battleford,CA,52.78,-108.28,57.2,50,1,17.22,clear sky
653,Banda Aceh,ID,5.56,95.32,78.73,81,99,15.88,light rain
654,Bairiki,KI,1.33,172.98,80.6,83,20,4.7,few clouds
655,Guerrero Negro,MX,27.98,-114.06,91.85,26,97,6.35,overcast clouds
656,Mahibadhoo,MV,3.78,72.97,82.45,77,100,9.95,overcast clouds
657,Cukai,MY,4.25,103.42,80.6,94,95,3.44,overcast clouds
658,Ahtopol,BG,42.1,27.95,73.4,88,90,1.12,overcast clouds
659,Bucine,IT,43.48,11.61,60.01,77,99,2.91,overcast clouds
660,Balkhash,KZ,46.84,74.98,39.78,61,0,5.64,clear sky
661,Aleksandrovsk-Sakhalinskiy,RU,50.9,142.16,42.48,70,39,6.35,scattered clouds
662,Vostok,RU,46.49,135.88,37.85,100,85,2.3,light rain
663,Tlacolula,MX,16.95,-96.48,69.8,32,5,4.7,clear sky
664,Jibuti,DJ,11.5,42.5,89.6,62,1,3.36,clear sky
665,Nagapattinam,IN,10.77,79.83,83.16,75,44,11.97,light rain
666,Maine-Soroa,NE,13.21,12.02,97.65,20,88,9.62,overcast clouds
667,Gabu,GW,12.28,-14.22,83.91,77,81,3.22,broken clouds
668,Ouesso,CG,1.61,16.05,72.55,94,79,2.71,light rain
669,Byron Bay,AU,-28.65,153.62,55.4,93,75,4.76,broken clouds
670,Quang Ngai,VN,15.12,108.8,77.43,91,100,3.18,moderate rain
671,Buala,SB,-8.14,159.59,78.98,78,89,1.19,overcast clouds
672,Beckley,US,37.78,-81.19,69.8,59,20,11.41,few clouds
673,Muzhi,RU,65.37,64.67,33.69,88,0,15.26,clear sky
674,Vilhena,BR,-12.74,-60.15,98.08,22,91,3.29,overcast clouds
675,Sabha,LY,27.04,14.43,87.17,14,0,9.15,clear sky
676,Tambacounda,SN,13.75,-13.76,87.76,65,100,1.36,overcast clouds
677,Shevchenkove,UA,49.7,37.17,59.0,28,1,11.18,clear sky
678,Northam,GB,51.03,-4.22,57.99,92,71,20.0,broken clouds
679,Linqiong,CN,30.42,103.46,61.0,100,40,4.47,scattered clouds
680,Apac,UG,1.98,32.54,69.08,82,63,2.48,broken clouds
681,Gusau,NG,12.16,6.66,87.84,41,51,7.11,broken clouds
682,Sovetskiy,RU,61.36,63.58,30.27,92,0,4.63,clear sky
683,Teya,RU,60.38,92.63,29.53,95,76,8.63,broken clouds
684,Kushiro,JP,42.98,144.37,49.51,85,0,4.97,clear sky
685,Porto Belo,BR,-27.16,-48.55,71.6,78,40,9.17,scattered clouds
686,Saint-Pierre,RE,-21.34,55.48,71.6,78,90,4.7,overcast clouds
687,Syracuse,IT,37.09,15.28,75.2,78,75,14.99,broken clouds
688,Waipawa,NZ,-41.41,175.52,55.0,87,99,13.87,overcast clouds
689,Skjervoy,NO,70.03,20.97,50.0,71,20,18.34,few clouds
690,Uuemoisa,EE,58.94,23.59,59.0,83,53,5.99,broken clouds
691,Cabedelo,BR,-6.98,-34.83,84.2,66,40,13.87,scattered clouds
692,Warren,US,39.43,-84.17,69.01,52,1,11.41,clear sky
693,Kopavogur,IS,64.11,-21.91,42.8,87,75,9.17,shower rain
694,Vila,PT,42.03,-8.16,66.0,82,75,5.82,broken clouds
695,Humaita,BR,-7.51,-63.02,102.2,30,52,3.74,moderate rain
696,Codrington,AU,-38.27,141.97,43.2,86,13,5.06,few clouds
697,Dunedin,NZ,-45.87,170.5,51.01,55,59,1.99,broken clouds
698,Yichun,CN,47.7,128.9,33.06,94,11,2.17,few clouds
699,Kitui,KE,-1.37,38.01,73.96,40,1,10.54,clear sky
700,Salvador,SV,13.83,-88.92,86.0,58,20,5.82,few clouds
701,Stromness,GB,58.97,-3.3,53.6,87,40,8.05,scattered clouds
702,San Andres,CO,12.58,-81.7,78.8,94,75,4.7,light intensity drizzle
703,Ola,RU,59.58,151.28,35.44,72,0,8.75,clear sky
704,Kautokeino,NO,69.01,23.04,44.67,92,98,9.8,overcast clouds
705,Mahenge,TZ,-8.68,36.72,75.07,45,45,3.78,scattered clouds
706,Zaraza,VE,9.35,-65.32,84.49,79,83,3.24,moderate rain
707,Corona,US,33.88,-117.57,86.0,29,75,2.91,haze
708,Rodrigues Alves,BR,-7.74,-72.65,103.48,26,7,0.96,clear sky
709,General Roca,AR,-39.03,-67.58,64.4,39,0,4.7,clear sky
710,Pecos,US,31.42,-103.49,80.6,11,1,17.22,clear sky
